epoch,auc,loss,val_auc,val_loss
0,0.5005442500114441,0.694874107837677,0.5438486933708191,0.6904093027114868
1,0.5186083316802979,0.6930379271507263,0.595977783203125,0.6881968379020691
2,0.5310055017471313,0.6918458938598633,0.5526145100593567,0.689344584941864
3,0.5261639356613159,0.6911057233810425,0.5735976696014404,0.6885107159614563
4,0.5314396619796753,0.6914342045783997,0.5747703909873962,0.6867837905883789
5,0.5370685458183289,0.6901227235794067,0.5766452550888062,0.6846020221710205
