epoch,loss,val_loss
0,0.6761585474014282,0.58539879322052
1,0.4568437337875366,0.41411292552948
2,0.3695821464061737,0.38440215587615967
3,0.3328014314174652,0.38980942964553833
4,0.31365278363227844,0.3775763213634491
5,0.28955215215682983,0.39034563302993774
6,0.2626414895057678,0.3991980254650116
7,0.23603476583957672,0.42133912444114685
8,0.2080560177564621,0.4132450222969055
9,0.18162621557712555,0.4572262167930603
10,0.15633313357830048,0.4916530251502991
11,0.132615327835083,0.5044240951538086
12,0.11294646561145782,0.5758464336395264
13,0.1102074533700943,0.5388668179512024
14,0.08814860880374908,0.7463904023170471
0,0.46593061089515686,0.35095715522766113
1,0.29187124967575073,0.27982375025749207
2,0.2677653133869171,0.2708643078804016
3,0.24486088752746582,0.3140205442905426
4,0.22951069474220276,0.253753125667572
5,0.20395061373710632,0.283557653427124
6,0.18985654413700104,0.2827761471271515
7,0.16590449213981628,0.3195907771587372
8,0.14251050353050232,0.32612374424934387
9,0.12758423388004303,0.35548895597457886
10,0.10783492773771286,0.3335200548171997
11,0.0955599918961525,0.39901453256607056
12,0.08393964171409607,0.44296708703041077
13,0.07187914103269577,0.41565826535224915
14,0.06436927616596222,0.4499411880970001
0,0.6761585474014282,0.58539879322052
1,0.4568437337875366,0.41411292552948
2,0.3695821464061737,0.38440215587615967
3,0.3328014314174652,0.38980942964553833
4,0.31365278363227844,0.3775763213634491
5,0.28955215215682983,0.39034563302993774
6,0.2626414895057678,0.3991980254650116
7,0.23603476583957672,0.42133912444114685
8,0.2080560177564621,0.4132450222969055
9,0.18162621557712555,0.4572262167930603
10,0.15633313357830048,0.4916530251502991
11,0.132615327835083,0.5044240951538086
12,0.11294646561145782,0.5758464336395264
13,0.1102074533700943,0.5388668179512024
14,0.08814860880374908,0.7463904023170471
0,0.6761585474014282,0.58539879322052
1,0.4568437337875366,0.41411292552948
2,0.3695821464061737,0.38440215587615967
3,0.3328014314174652,0.38980942964553833
4,0.31365278363227844,0.3775763213634491
5,0.28955215215682983,0.39034563302993774
6,0.2626414895057678,0.3991980254650116
7,0.23603476583957672,0.42133912444114685
8,0.2080560177564621,0.4132450222969055
9,0.18162621557712555,0.4572262167930603
10,0.15633313357830048,0.4916530251502991
11,0.132615327835083,0.5044240951538086
12,0.11294646561145782,0.5758464336395264
13,0.1102074533700943,0.5388668179512024
14,0.08814860880374908,0.7463904023170471
