epoch,loss,val_loss
0,0.6836773157119751,0.6002190709114075
1,0.478006511926651,0.37663009762763977
2,0.37268587946891785,0.3621794879436493
3,0.33900177478790283,0.3655005693435669
4,0.3128553330898285,0.3658526539802551
5,0.29116055369377136,0.3865290880203247
6,0.2694002091884613,0.38821759819984436
7,0.23543323576450348,0.39735954999923706
8,0.20758295059204102,0.44057783484458923
9,0.18645629286766052,0.4594023525714874
10,0.16056272387504578,0.49820929765701294
11,0.1320718377828598,0.5486227869987488
12,0.11668606102466583,0.6017482876777649
13,0.09699893742799759,0.7341331243515015
14,0.08397675305604935,0.6800651550292969
0,0.6836773157119751,0.6002190709114075
1,0.478006511926651,0.37663009762763977
2,0.37268587946891785,0.3621794879436493
3,0.33900177478790283,0.3655005693435669
4,0.3128553330898285,0.3658526539802551
5,0.29116055369377136,0.3865290880203247
6,0.2694002091884613,0.38821759819984436
7,0.23543323576450348,0.39735954999923706
8,0.20758295059204102,0.44057783484458923
9,0.18645629286766052,0.4594023525714874
10,0.16056272387504578,0.49820929765701294
11,0.1320718377828598,0.5486227869987488
12,0.11668606102466583,0.6017482876777649
13,0.09699893742799759,0.7341331243515015
14,0.08397675305604935,0.6800651550292969
0,0.6836773157119751,0.6002190709114075
1,0.478006511926651,0.37663009762763977
2,0.37268587946891785,0.3621794879436493
3,0.33900177478790283,0.3655005693435669
4,0.3128553330898285,0.3658526539802551
5,0.29116055369377136,0.3865290880203247
6,0.2694002091884613,0.38821759819984436
7,0.23543323576450348,0.39735954999923706
8,0.20758295059204102,0.44057783484458923
9,0.18645629286766052,0.4594023525714874
10,0.16056272387504578,0.49820929765701294
11,0.1320718377828598,0.5486227869987488
12,0.11668606102466583,0.6017482876777649
13,0.09699893742799759,0.7341331243515015
14,0.08397675305604935,0.6800651550292969
0,0.6836773157119751,0.6002190709114075
1,0.478006511926651,0.37663009762763977
2,0.37268587946891785,0.3621794879436493
3,0.33900177478790283,0.3655005693435669
4,0.3128553330898285,0.3658526539802551
5,0.29116055369377136,0.3865290880203247
6,0.2694002091884613,0.38821759819984436
7,0.23543323576450348,0.39735954999923706
8,0.20758295059204102,0.44057783484458923
9,0.18645629286766052,0.4594023525714874
10,0.16056272387504578,0.49820929765701294
11,0.1320718377828598,0.5486227869987488
12,0.11668606102466583,0.6017482876777649
13,0.09699893742799759,0.7341331243515015
14,0.08397675305604935,0.6800651550292969
