epoch,loss,val_loss
0,0.6833532452583313,0.6077763438224792
1,0.47188660502433777,0.4079847037792206
2,0.38263610005378723,0.38064488768577576
3,0.35212787985801697,0.371785968542099
4,0.32664772868156433,0.37984052300453186
5,0.3016100525856018,0.3915102183818817
6,0.2840445041656494,0.3872435688972473
7,0.2624686360359192,0.383780837059021
8,0.23241640627384186,0.4523850083351135
9,0.19973507523536682,0.5012844800949097
10,0.17269456386566162,0.581244945526123
11,0.15337468683719635,0.5400283932685852
12,0.12754634022712708,0.6424575448036194
13,0.10247907042503357,0.6956141591072083
14,0.10165588557720184,0.7077547907829285
0,0.6833532452583313,0.6077763438224792
1,0.47188660502433777,0.4079847037792206
2,0.38263610005378723,0.38064488768577576
3,0.35212787985801697,0.371785968542099
4,0.32664772868156433,0.37984052300453186
5,0.3016100525856018,0.3915102183818817
6,0.2840445041656494,0.3872435688972473
7,0.2624686360359192,0.383780837059021
8,0.23241640627384186,0.4523850083351135
9,0.19973507523536682,0.5012844800949097
10,0.17269456386566162,0.581244945526123
11,0.15337468683719635,0.5400283932685852
12,0.12754634022712708,0.6424575448036194
13,0.10247907042503357,0.6956141591072083
14,0.10165588557720184,0.7077547907829285
0,0.6833532452583313,0.6077763438224792
1,0.47188660502433777,0.4079847037792206
2,0.38263610005378723,0.38064488768577576
3,0.35212787985801697,0.371785968542099
4,0.32664772868156433,0.37984052300453186
5,0.3016100525856018,0.3915102183818817
6,0.2840445041656494,0.3872435688972473
7,0.2624686360359192,0.383780837059021
8,0.23241640627384186,0.4523850083351135
9,0.19973507523536682,0.5012844800949097
10,0.17269456386566162,0.581244945526123
11,0.15337468683719635,0.5400283932685852
12,0.12754634022712708,0.6424575448036194
13,0.10247907042503357,0.6956141591072083
14,0.10165588557720184,0.7077547907829285
0,0.6833532452583313,0.6077763438224792
1,0.47188660502433777,0.4079847037792206
2,0.38263610005378723,0.38064488768577576
3,0.35212787985801697,0.371785968542099
4,0.32664772868156433,0.37984052300453186
5,0.3016100525856018,0.3915102183818817
6,0.2840445041656494,0.3872435688972473
7,0.2624686360359192,0.383780837059021
8,0.23241640627384186,0.4523850083351135
9,0.19973507523536682,0.5012844800949097
10,0.17269456386566162,0.581244945526123
11,0.15337468683719635,0.5400283932685852
12,0.12754634022712708,0.6424575448036194
13,0.10247907042503357,0.6956141591072083
14,0.10165588557720184,0.7077547907829285
